,set_export_cert,set_export_cert_date,set_ica_letter,set_import_cert,set_import_cert_date,set_import_unit,set_quantity_used,set_import_quant,exp_cert,exp_product_type,exp_destination_country,exp_port_of_loading,exp_shipment_type,exp_country_group,exp_entry_date,exp_movement_visa_date,exp_invoice_date,exp_inspection_result,exp_item_count,exp_qty_per_piece,exp_avg_price_per_piece,exp_net_weight_actual,exp_invoice_value_actual,imp_certificate,imp_supplier_name,imp_weight,imp_quantity,imp_quantity_unit,imp_customs_system,imp_origin,imp_shipping_port,imp_port_entry_date,imp_certificate_date,imp_factory_entry_date,imp_container_packages,imp_container_type,imp_container_package_count,imp_port_stay_duration,imp_release_time,imp_inspection_rate,imp_inspection_type,imp_item_type,imp_invoice_value_usd,imp_final_value,imp_exchange_rate,imp_converted_invoice_value,imp_invoice_final_value_difference,imp_guarantee_type,imp_guarantee_value,imp_guarantee_submission_date,imp_window_fees,imp_customs_fees_and_taxes,imp_unloading,imp_unofficial_clearance_fees,imp_ground_fees,imp_additional_ground_fees_usd,imp_avg_black_market_usd_rate,imp_additional_ground_fees_egp,imp_other_receipts,imp_total_collected_value_egp,imp_shipping_line,imp_display_entities,imp_display_entity_count,imp_display_entity_cost,imp_display_entity_time,imp_transportation,imp_total_paid,imp_shipping_type,imp_port_airport,imp_shipping_terms,imp_factory_entry_month,imp_factory_entry_year,display_intelligence,display_agriculture,display_chemistry,display_explosives,display_xray,display_drugs,display_printed_materials
599,2382,2023-06-24,9/190,285386,2022-07-08,kg,314.508795,12439.6364,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-26,2023-06-26,4,5904,4.8,1455.04,28339.2,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
600,2382,2023-06-24,9/190,290936,2022-10-08,kg,94.014457,13623.85,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-24,2023-06-26,4,45516,5.288461538461537,13527.26,241398.16,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
601,2382,2023-06-24,9/190,290936,2022-10-08,kg,94.014457,13623.85,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-26,2023-06-26,4,5904,4.8,1455.04,28339.2,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
602,2382,2023-06-24,9/190,310658,2022-08-24,kg,730.47204,7490.64,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-24,2023-06-26,4,45516,5.288461538461537,13527.26,241398.16,310658,Ohyoung Inc,11625.0,10750,kg,سماح مؤقت,South Korea,Busan,2022-08-22,2022-08-24,2022-09-06,Container,20.0,1.0,15,13,1.0,Red B,dyes,104102.5,2004700.0,19.2184,2000683.486,4016.514000000199,Facility,135000.0,2022-08-28 00:00:00,8232.95,20158.5,1979.02,2725.0,6762.0,127.0,19.0,0.0,575.0,175432.47,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,5605.0,0.0,8450,189487.47,Sea,Alexandria,CIF,9,2022,1,1,1,1,0,0,0
603,2382,2023-06-24,9/190,310658,2022-08-24,kg,730.47204,7490.64,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-26,2023-06-26,4,5904,4.8,1455.04,28339.2,310658,Ohyoung Inc,11625.0,10750,kg,سماح مؤقت,South Korea,Busan,2022-08-22,2022-08-24,2022-09-06,Container,20.0,1.0,15,13,1.0,Red B,dyes,104102.5,2004700.0,19.2184,2000683.486,4016.514000000199,Facility,135000.0,2022-08-28 00:00:00,8232.95,20158.5,1979.02,2725.0,6762.0,127.0,19.0,0.0,575.0,175432.47,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,5605.0,0.0,8450,189487.47,Sea,Alexandria,CIF,9,2022,1,1,1,1,0,0,0
604,2382,2023-06-24,9/190,331874,2022-08-09,kg,40.58178,11300.62,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-24,2023-06-26,4,45516,5.288461538461537,13527.26,241398.16,331874,Rossari Biotech Limted,14256.0,13500,kg,سماح مؤقت,India,India,2022-09-06,2022-09-08,2022-09-26,Container,20.0,1.0,20,18,1.0,Red,dyes,23625.0,465525.144,19.3184,456397.2,9127.94399999996,Facility,60000.0,2022-09-18 00:00:00,257.1,5235.25,16381.3024,2075.0,11254.0,0.0,19.0,0.0,1285.0,96487.65239999999,MSC,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,3205.0,10.0,8300,107992.6524,Sea,Ain Sokhna,CIF,9,2022,1,1,1,1,0,0,0
605,2382,2023-06-24,9/190,331874,2022-08-09,kg,40.58178,11300.62,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-26,2023-06-26,4,5904,4.8,1455.04,28339.2,331874,Rossari Biotech Limted,14256.0,13500,kg,سماح مؤقت,India,India,2022-09-06,2022-09-08,2022-09-26,Container,20.0,1.0,20,18,1.0,Red,dyes,23625.0,465525.144,19.3184,456397.2,9127.94399999996,Facility,60000.0,2022-09-18 00:00:00,257.1,5235.25,16381.3024,2075.0,11254.0,0.0,19.0,0.0,1285.0,96487.65239999999,MSC,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,3205.0,10.0,8300,107992.6524,Sea,Ain Sokhna,CIF,9,2022,1,1,1,1,0,0,0
606,2382,2023-06-24,9/190,345355,2022-09-19,kg,84.545375,20999.81,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-24,2023-06-26,4,45516,5.288461538461537,13527.26,241398.16,345355,Rudolf,25397.6,196,barrel,سماح مؤقت,Germany,Hamburg,2022-09-16,2022-09-19,2022-09-28,Container,40.0,1.0,12,9,1.0,Red B,dyes,82994.99,1633500.0,19.5,1618402.305,15097.69499999983,Facility,180000.0,2022-09-19 00:00:00,6011.8,16446.5,13106.0,3125.0,5026.0,0.0,19.0,0.0,7125.0,230840.3,MSC,زراعة-مخابرات,2.0,700.0,1.0,8600,240140.3,Sea,Alexandria,CIF,9,2022,1,1,0,0,0,0,0
607,2382,2023-06-24,9/190,345355,2022-09-19,kg,84.545375,20999.81,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-26,2023-06-26,4,5904,4.8,1455.04,28339.2,345355,Rudolf,25397.6,196,barrel,سماح مؤقت,Germany,Hamburg,2022-09-16,2022-09-19,2022-09-28,Container,40.0,1.0,12,9,1.0,Red B,dyes,82994.99,1633500.0,19.5,1618402.305,15097.69499999983,Facility,180000.0,2022-09-19 00:00:00,6011.8,16446.5,13106.0,3125.0,5026.0,0.0,19.0,0.0,7125.0,230840.3,MSC,زراعة-مخابرات,2.0,700.0,1.0,8600,240140.3,Sea,Alexandria,CIF,9,2022,1,1,0,0,0,0,0
608,2382,2023-06-24,9/190,387479,2022-10-22,kg,328.9153269,6250.0,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-24,2023-06-26,4,45516,5.288461538461537,13527.26,241398.16,387479,Avco,20432.0,32,piece,سماح مؤقت,Israel,Ashdod,2022-10-06,2022-10-22,2022-10-30,Container,20.0,1.0,24,8,1.0,Red B,dyes,51717.0,1024900.0,19.7,1018824.9,6075.100000000093,Facility,120000.0,2022-10-22 00:00:00,6012.0,10860.5,7157.64,3125.0,11643.39,589.5,19.0,11200.5,645.0,170644.03,B&G,زراعة-مخابرات,2.0,5505.0,5.0,8600,184749.03,Sea,Alexandria,CIF,10,2022,1,1,0,0,0,0,0
609,2382,2023-06-24,9/190,387479,2022-10-22,kg,328.9153269,6250.0,2382,Shirt,USA,East Port Said,sean,North America,2023-06-24,2023-08-01,2023-06-26,2023-06-26,4,5904,4.8,1455.04,28339.2,387479,Avco,20432.0,32,piece,سماح مؤقت,Israel,Ashdod,2022-10-06,2022-10-22,2022-10-30,Container,20.0,1.0,24,8,1.0,Red B,dyes,51717.0,1024900.0,19.7,1018824.9,6075.100000000093,Facility,120000.0,2022-10-22 00:00:00,6012.0,10860.5,7157.64,3125.0,11643.39,589.5,19.0,11200.5,645.0,170644.03,B&G,زراعة-مخابرات,2.0,5505.0,5.0,8600,184749.03,Sea,Alexandria,CIF,10,2022,1,1,0,0,0,0,0
610,2386,2023-06-24,9/298,71,2023-05-24,piece,340.0,34913.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,71,Cargal,38888.0,38253,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-24,2023-05-24,2023-05-28,Parcels,20.0,127.0,4,4,1.0,Red,cardboard,76265.0,2384458.0,30.9557,2360836.4605,23621.53949999996,Bank,245000.0,2023-05-25 00:00:00,0.0,30505.0,0.0,650.0,12996.0,0.0,36.0,0.0,10890.0,300041.0,road,زراعة,1.0,150.0,2.0,14699,314890.0,Road,Oga,DDU,5,2023,0,1,0,0,0,0,0
611,2386,2023-06-24,9/298,2487,2023-05-24,piece,9705.0,46199.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,2487,Mainetti,2870.0,201000,piece,سماح مؤقت,Cairo,Free Zone,2023-05-24,2023-05-24,2023-06-08,Parcels,No-Container,172.0,15,15,1.0,Red A,accessory,10309.9,493387.945,30.9557,319150.17143,174237.77357,Facility,120000.0,2023-05-26 00:00:00,4331.3,5725.88,0.0,805.0,0.0,0.0,36.0,0.0,0.0,130862.18,Air,No-Display,0.0,0.0,0.0,2700,133562.18,Road,Cairo,EXFACTORY,6,2023,0,0,0,0,0,0,0
612,2386,2023-06-24,9/298,135881,2023-04-12,kg,4102.21,18258.41,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,135881,Tiv Textile,19045.31,807,roll,سماح مؤقت,Israel,Haifa,2023-04-06,2023-04-12,2023-04-19,Container,40.0,1.0,13,7,0.1,Red A,fabric,89283.7,2950434.252,30.9557,2763839.43209,186594.8199100001,Bank and Facility,460000.0,2023-04-13 00:00:00,5446.0,29615.84,17363.0,2725.0,9061.0,24.0,34.0,816.0,1285.0,526311.8400000001,B&G,No-Display,0.0,0.0,0.0,8300,534611.8400000001,Sea,Alexandria,CIF,4,2023,0,0,0,0,0,0,0
613,2386,2023-06-24,9/298,139876,2023-04-16,kg,398.23,14732.4,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,139876,Tiv Textile,14859.1,620,roll,سماح مؤقت,Israel,Haifa,2023-04-13,2023-04-16,2023-04-26,Container,40.0,1.0,13,10,0.1,Red A,fabric,69673.78,2305338.42,30.9557,2156800.631546,148537.7884539999,Bank and Facility,385000.0,2023-04-18 00:00:00,4460.0,23164.88,17301.0,2725.0,14077.0,24.0,34.0,816.0,1285.0,448828.88,B&G,No-Display,0.0,0.0,0.0,8480,457308.88,Sea,Alexandria,CIF,4,2023,0,0,0,0,0,0,0
614,2386,2023-06-24,9/298,176039,2023-05-16,kg,204.77,229.27,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,176039,Tiv Textile,16640.6,698,roll,سماح مؤقت,Israel,Haifa,2023-05-11,2023-05-16,2023-05-20,Container,40.0,1.0,9,4,0.1,Red A,fabric,72911.52,2579848.568,30.95,2256611.544,323237.0239999997,Bank,400000.0,2023-05-16 00:00:00,5445.9,25909.99,17327.32,2725.0,5047.35,24.0,34.0,816.0,1285.0,458556.56,B&G,No-Display,0.0,0.0,0.0,8650,467206.56,Sea,Alexandria,CIF,5,2023,0,0,0,0,0,0,0
615,2386,2023-06-24,9/298,179023,2022-05-14,kg,23.805,17913.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,179023,Avco,19080.0,18000,piece,سماح مؤقت,Israel,Ashdod,2022-04-28,2022-05-14,2022-05-17,Container,20.0,1.0,19,3,1.0,Red B,dyes,42480.0,728000.0,17.0,722160.0,5840.0,Facility,85000.0,2022-05-15 00:00:00,3592.15,7890.2,6425.1,1825.0,6627.39,12.0,18.0,216.0,4945.0,116520.84,B&G,No-Display,0.0,1555.0,0.0,8610,126685.84,Sea,Alexandria,CIF,5,2022,0,0,0,0,0,0,0
616,2386,2023-06-24,9/298,179982,2022-05-15,kg,6.348,12706.5,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,179982,Rossari Biotech Limted,15316.7,14400,kg,سماح مؤقت,India,India,2022-05-07,2022-05-15,2022-05-21,Container,20.0,1.0,14,6,1.0,Red,dyes,44641.0,800000.0,17.0,758897.0,41103.0,Facility,70000.0,2022-05-16 00:00:00,3393.65,8578.7,941.0,2325.0,5637.63,605.0,18.0,10890.0,431.0,102196.98,MSC,مخدرات- كيمياء,2.0,4075.0,7.0,8500,114771.98,Sea,Ain Sokhna,CIF,5,2022,0,0,1,0,0,1,0
617,2386,2023-06-24,9/298,268527,2022-07-26,kg,55.86239999999999,11796.12,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
618,2386,2023-06-24,9/298,285386,2022-07-08,kg,147.591,12439.6364,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
619,2386,2023-06-24,9/298,290936,2022-10-08,kg,44.1186,13623.85,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
620,2386,2023-06-24,9/298,310658,2022-08-24,kg,342.792,7490.64,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,310658,Ohyoung Inc,11625.0,10750,kg,سماح مؤقت,South Korea,Busan,2022-08-22,2022-08-24,2022-09-06,Container,20.0,1.0,15,13,1.0,Red B,dyes,104102.5,2004700.0,19.2184,2000683.486,4016.514000000199,Facility,135000.0,2022-08-28 00:00:00,8232.95,20158.5,1979.02,2725.0,6762.0,127.0,19.0,0.0,575.0,175432.47,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,5605.0,0.0,8450,189487.47,Sea,Alexandria,CIF,9,2022,1,1,1,1,0,0,0
621,2386,2023-06-24,9/298,331874,2022-08-09,kg,19.044,11300.62,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,331874,Rossari Biotech Limted,14256.0,13500,kg,سماح مؤقت,India,India,2022-09-06,2022-09-08,2022-09-26,Container,20.0,1.0,20,18,1.0,Red,dyes,23625.0,465525.144,19.3184,456397.2,9127.94399999996,Facility,60000.0,2022-09-18 00:00:00,257.1,5235.25,16381.3024,2075.0,11254.0,0.0,19.0,0.0,1285.0,96487.65239999999,MSC,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,3205.0,10.0,8300,107992.6524,Sea,Ain Sokhna,CIF,9,2022,1,1,1,1,0,0,0
622,2386,2023-06-24,9/298,345355,2022-09-19,kg,39.675,20999.81,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,345355,Rudolf,25397.6,196,barrel,سماح مؤقت,Germany,Hamburg,2022-09-16,2022-09-19,2022-09-28,Container,40.0,1.0,12,9,1.0,Red B,dyes,82994.99,1633500.0,19.5,1618402.305,15097.69499999983,Facility,180000.0,2022-09-19 00:00:00,6011.8,16446.5,13106.0,3125.0,5026.0,0.0,19.0,0.0,7125.0,230840.3,MSC,زراعة-مخابرات,2.0,700.0,1.0,8600,240140.3,Sea,Alexandria,CIF,9,2022,1,1,0,0,0,0,0
623,2386,2023-06-24,9/298,387479,2022-10-22,kg,154.35162,6250.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,387479,Avco,20432.0,32,piece,سماح مؤقت,Israel,Ashdod,2022-10-06,2022-10-22,2022-10-30,Container,20.0,1.0,24,8,1.0,Red B,dyes,51717.0,1024900.0,19.7,1018824.9,6075.100000000093,Facility,120000.0,2022-10-22 00:00:00,6012.0,10860.5,7157.64,3125.0,11643.39,589.5,19.0,11200.5,645.0,170644.03,B&G,زراعة-مخابرات,2.0,5505.0,5.0,8600,184749.03,Sea,Alexandria,CIF,10,2022,1,1,0,0,0,0,0
624,2386,2023-06-24,9/546,71,2023-05-24,piece,1020.0,104739.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,71,Cargal,38888.0,38253,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-24,2023-05-24,2023-05-28,Parcels,20.0,127.0,4,4,1.0,Red,cardboard,76265.0,2384458.0,30.9557,2360836.4605,23621.53949999996,Bank,245000.0,2023-05-25 00:00:00,0.0,30505.0,0.0,650.0,12996.0,0.0,36.0,0.0,10890.0,300041.0,road,زراعة,1.0,150.0,2.0,14699,314890.0,Road,Oga,DDU,5,2023,0,1,0,0,0,0,0
625,2386,2023-06-24,9/546,2487,2023-05-24,piece,29115.0,138597.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,2487,Mainetti,2870.0,201000,piece,سماح مؤقت,Cairo,Free Zone,2023-05-24,2023-05-24,2023-06-08,Parcels,No-Container,172.0,15,15,1.0,Red A,accessory,10309.9,493387.945,30.9557,319150.17143,174237.77357,Facility,120000.0,2023-05-26 00:00:00,4331.3,5725.88,0.0,805.0,0.0,0.0,36.0,0.0,0.0,130862.18,Air,No-Display,0.0,0.0,0.0,2700,133562.18,Road,Cairo,EXFACTORY,6,2023,0,0,0,0,0,0,0
626,2386,2023-06-24,9/546,80450,2023-04-15,piece,30702.0,5660079.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,80450,Washing,454.0,2016000,piece,سماح مؤقت,Hong Kong,Hong Kong,2023-04-13,2023-04-15,2023-04-18,Parcels,No-Container,21.0,5,3,1.0,Red A,accessory,12840.0,527000.0,30.9557,397471.188,129528.812,Facility,32000.0,2023-04-16 00:00:00,3345.0,6640.0,1944.0,560.0,5213.0,0.0,36.0,0.0,0.0,49702.0,Air,X ray,1.0,150.0,2.0,1200,51052.0,Air,Cairo,EX WARKE,4,2023,0,0,0,0,1,0,0
627,2386,2023-06-24,9/546,119186,2023-03-30,kg,2203.5,43472.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,119186,Nitin,23037.6,465,carton,سماح مؤقت,India,Mundra,2023-03-30,2023-03-30,2023-04-04,Container,40.0,1.0,5,5,1.0,Red A,yarn,77162.8,2538511.925,25.0,1929070.0,609441.9249999998,Facility,170000.0,2023-04-02 00:00:00,3423.7,25926.62,20547.0,3725.0,0.0,42.0,34.0,1428.0,340.0,225390.32, Ocean Network Epress For Shipping Agencies ,No-Display,0.0,0.0,0.0,1300,226690.32,Sea,Dumiat,CIF,4,2023,0,0,0,0,0,0,0
628,2386,2023-06-24,9/546,119323,2023-03-30,kg,907.85,18254.5,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,119323,Nitin,9607.7,185,carton,سماح مؤقت,India,Mundra,2023-03-30,2023-03-30,2023-04-04,Container,20.0,1.0,5,5,1.0,Red A,yarn,58870.76,1921924.729,30.9,1819106.484,102818.2450000001,Facility,180000.0,2023-03-30 00:00:00,3423.7,19760.75,12090.0,3725.0,0.0,20.0,34.0,680.0,275.0,219954.45,Hapag-Lloyd,No-Display,0.0,0.0,0.0,1000,220954.45,Sea,Dumiat,CIF,4,2023,0,0,0,0,0,0,0
629,2386,2023-06-24,9/546,179023,2022-05-14,kg,14.7825,53739.0,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,179023,Avco,19080.0,18000,piece,سماح مؤقت,Israel,Ashdod,2022-04-28,2022-05-14,2022-05-17,Container,20.0,1.0,19,3,1.0,Red B,dyes,42480.0,728000.0,17.0,722160.0,5840.0,Facility,85000.0,2022-05-15 00:00:00,3592.15,7890.2,6425.1,1825.0,6627.39,12.0,18.0,216.0,4945.0,116520.84,B&G,No-Display,0.0,1555.0,0.0,8610,126685.84,Sea,Alexandria,CIF,5,2022,0,0,0,0,0,0,0
630,2386,2023-06-24,9/546,179982,2022-05-15,kg,3.942,38119.5,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,179982,Rossari Biotech Limted,15316.7,14400,kg,سماح مؤقت,India,India,2022-05-07,2022-05-15,2022-05-21,Container,20.0,1.0,14,6,1.0,Red,dyes,44641.0,800000.0,17.0,758897.0,41103.0,Facility,70000.0,2022-05-16 00:00:00,3393.65,8578.7,941.0,2325.0,5637.63,605.0,18.0,10890.0,431.0,102196.98,MSC,مخدرات- كيمياء,2.0,4075.0,7.0,8500,114771.98,Sea,Ain Sokhna,CIF,5,2022,0,0,1,0,0,1,0
631,2386,2023-06-24,9/546,268527,2022-07-26,kg,34.6896,35388.36,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
632,2386,2023-06-24,9/546,285386,2022-07-08,kg,91.6515,37318.90919999999,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
633,2386,2023-06-24,9/546,290936,2022-10-08,kg,27.3969,40871.55,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
634,2386,2023-06-24,9/546,310658,2022-08-24,kg,212.868,22471.92,2386,Shirt,USA,Damietta,sean,North America,2023-06-24,2023-07-25,2023-06-26,2023-06-26,32,36066,11.4125,10290.0,329618.4,310658,Ohyoung Inc,11625.0,10750,kg,سماح مؤقت,South Korea,Busan,2022-08-22,2022-08-24,2022-09-06,Container,20.0,1.0,15,13,1.0,Red B,dyes,104102.5,2004700.0,19.2184,2000683.486,4016.514000000199,Facility,135000.0,2022-08-28 00:00:00,8232.95,20158.5,1979.02,2725.0,6762.0,127.0,19.0,0.0,575.0,175432.47,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,5605.0,0.0,8450,189487.47,Sea,Alexandria,CIF,9,2022,1,1,1,1,0,0,0
